City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
378,pangai,75,TO,1561498844,78,-19.8,-174.35,78.8,9.17
379,melendugno,0,IT,1561498844,83,40.27,18.34,79.0,13.87
380,luau,0,CD,1561498845,36,-10.7,22.23,62.17,2.55
381,neiafu,40,TO,1561498845,78,-18.65,-173.98,78.8,4.7
382,narsaq,40,GL,1561498743,34,60.91,-46.05,66.2,11.41
383,mirnyy,100,RU,1561498845,76,56.57,36.46,54.43,3.6
384,klyuchi,5,RU,1561498845,63,52.25,79.17,61.63,9.98
385,filadelfia,100,PY,1561498647,78,-22.35,-60.04,52.45,22.91
386,palmer,0,AU,1561498846,66,-34.85,139.16,54.0,9.17
387,necochea,8,AR,1561498715,83,-38.55,-58.74,44.01,5.01
388,pangkalanbuun,29,ID,1561498767,99,-2.68,111.62,73.15,2.17
389,bonthe,25,SL,1561498689,88,7.53,-12.5,78.37,7.25
390,jinchang,100,CN,1561498846,81,38.52,102.19,58.21,2.73
391,miedzyrzecz,83,PL,1561498846,73,52.44,15.58,74.77,4.07
392,lima,90,PE,1561498755,72,-12.06,-77.04,64.4,11.41
393,paamiut,100,GL,1561498847,94,61.99,-49.67,39.49,6.91
394,bandarbeyla,31,SO,1561498847,63,9.49,50.81,80.17,23.04
395,independence,1,US,1561498759,40,39.09,-94.42,90.0,8.05
396,sao felix do xingu,65,BR,1561498628,66,-6.64,-51.99,80.17,3.76
397,natitingou,84,BJ,1561498847,67,10.31,1.38,81.25,5.26
398,oyon,6,PE,1561498847,45,-10.67,-76.77,48.31,8.08
399,tautira,40,PF,1561498848,58,-17.73,-149.15,82.4,11.41
400,somerset,40,US,1561498732,44,37.09,-84.6,84.99,9.17
401,nouadhibou,0,MR,1561498848,73,20.93,-17.03,73.4,13.87
402,plaster rock,1,CA,1561498848,38,46.91,-67.4,75.2,8.05
403,skotterud,100,NO,1561498848,93,59.98,12.12,55.4,3.36
404,emmett,1,US,1561498852,26,43.87,-116.5,82.0,8.05
405,asyut,0,EG,1561498853,35,27.18,31.19,87.8,9.17
406,ternate,75,PH,1561498853,83,14.29,120.72,82.4,4.7
407,hofn,89,IS,1561498756,87,64.25,-15.21,42.37,13.31
408,leningradskiy,97,RU,1561498719,92,69.38,178.42,34.27,12.01
409,velikiy ustyug,61,RU,1561498853,75,60.76,46.3,42.37,3.76
410,barghat,1,IN,1561498853,75,22.03,79.74,79.99,6.04
411,yerbogachen,0,RU,1561498853,69,61.28,108.01,60.19,2.66
412,weihai,100,CN,1561498854,83,37.5,122.11,67.57,5.41
413,lalibela,0,ET,1561498854,38,12.04,39.05,64.51,4.83
414,salta,90,AR,1561498854,87,-24.79,-65.41,48.2,6.93
415,zhanaozen,0,KZ,1561498854,22,43.35,52.85,80.89,3.85
416,amot,100,NO,1561498854,93,59.57,7.99,55.0,2.1
417,san rafael del sur,40,NI,1561498854,78,11.85,-86.44,80.6,20.8
418,saurimo,0,AO,1561498705,31,-9.66,20.4,64.15,4.52
419,kodinsk,68,RU,1561498752,75,58.6,99.18,58.93,5.28
420,nome,90,US,1561498715,88,30.04,-94.42,77.0,10.29
421,berdigestyakh,54,RU,1561498855,91,62.1,126.7,56.59,3.51
422,aswan,0,EG,1561498855,18,24.09,32.9,96.8,5.82
423,balabac,100,PH,1561498855,74,7.99,117.06,81.43,3.24
424,batagay-alyta,100,RU,1561498855,58,67.8,130.41,59.29,1.7
425,sun city west,40,US,1561498753,8,33.66,-112.34,106.0,14.25
426,sete lagoas,0,BR,1561498830,60,-19.47,-44.25,71.6,2.24
427,indri,0,IN,1561498856,47,29.88,77.05,90.25,2.3
428,duku,83,NG,1561498856,63,11.24,4.91,84.13,10.83
429,takoradi,100,GH,1561498856,97,4.89,-1.75,72.79,4.03
430,vila franca do campo,40,PT,1561498693,77,37.72,-25.43,66.2,11.41
431,jardim,64,BR,1561498856,47,-21.48,-56.15,78.19,5.14
432,mount gambier,14,AU,1561498733,93,-37.83,140.78,37.4,8.05
433,yanam,0,IN,1561498857,79,16.73,82.22,82.69,3.11
434,mound,40,US,1561498757,39,44.94,-93.67,82.0,17.36
435,aykhal,0,RU,1561498689,48,65.95,111.51,66.2,2.24
436,porto walter,34,BR,1561498857,47,-8.27,-72.74,88.63,3.62
437,verkh-usugli,100,RU,1561498857,70,52.7,115.17,54.97,4.25
438,terney,52,RU,1561498857,76,45.05,136.61,65.77,3.78
439,elmira,75,US,1561498577,45,42.09,-76.81,82.99,9.17
440,ayagoz,0,KZ,1561498858,74,47.96,80.43,51.91,7.47
441,zlobin,0,HR,1561498858,54,45.29,14.65,80.6,4.81
442,eskisehir,0,TR,1561498743,77,39.78,30.52,69.8,10.29
443,buala,98,SB,1561498699,81,-8.15,159.59,81.43,6.49
444,camacha,20,PT,1561498535,68,33.08,-16.33,68.0,10.29
445,irara,0,TL,1561498859,79,-8.52,127.01,64.69,6.44
446,inuvik,75,CA,1561498806,75,68.36,-133.71,44.6,11.41
447,nioro,0,GM,1561498761,49,13.79,-15.05,84.13,16.89
448,turtas,100,RU,1561498859,95,58.94,69.13,50.83,13.58
449,grand gaube,75,MU,1561498751,78,-20.01,57.66,73.4,12.75
450,derzhavinsk,0,KZ,1561498720,72,51.1,66.31,71.71,10.29
451,opuwo,0,NA,1561498859,74,-18.06,13.84,49.21,1.97
452,celina,40,US,1561498845,39,40.55,-84.57,84.99,12.75
453,saskylakh,56,RU,1561498723,45,71.97,114.09,71.89,10.27
454,changde,30,CN,1561498860,83,29.04,111.68,69.37,2.37
455,korem,39,ET,1561498860,36,12.51,39.52,67.57,5.68
456,dryden,75,CA,1561498860,82,49.79,-92.84,64.4,11.41
457,quesnel,40,CA,1561498860,32,52.98,-122.49,69.8,12.75
458,pandamatenga,0,BW,1561498860,33,-18.54,25.64,58.57,6.06
459,cao bang,88,VN,1561498861,97,22.67,106.25,72.25,0.78
460,nador,20,MA,1561498861,73,35.17,-2.93,73.4,2.24
461,santiago,0,CL,1561498861,45,-33.44,-70.65,54.0,2.26
462,xuddur,0,SO,1561498862,81,4.12,43.89,74.05,21.81
463,porto novo,0,BR,1561498760,47,-23.68,-45.44,75.2,5.82
464,laguna,5,MX,1561498862,30,27.52,-110.01,95.0,17.22
465,charagua,75,BO,1561498862,68,-19.79,-63.2,66.2,6.93
466,cayenne,75,GF,1561498716,78,4.94,-52.33,82.4,5.82
467,komsomolskiy,85,RU,1561498721,89,67.55,63.78,38.41,14.45
468,tremedal,75,BR,1561498863,72,-14.98,-41.41,68.0,9.17
469,muli,100,IN,1561498863,82,22.62,71.45,81.43,10.22
470,furstenwalde,0,DE,1561498863,53,52.37,14.07,79.0,5.82
471,isabela,100,PH,1561498863,78,10.2,122.99,81.79,7.36
472,batemans bay,100,AU,1561498863,86,-35.71,150.18,52.0,2.01
473,aguimes,75,ES,1561498863,78,27.91,-15.45,75.0,12.75
474,san pedro,0,AR,1561498865,54,-33.68,-59.66,48.99,4.0
475,tiarei,40,PF,1561498736,58,-17.53,-149.33,82.4,11.41
476,charters towers,11,AU,1561498746,50,-20.07,146.27,52.63,9.17
477,upington,0,ZA,1561498775,26,-28.46,21.24,57.2,8.05
478,along,100,IN,1561498775,97,28.17,94.8,60.37,1.95
479,rafai,87,CF,1561498865,99,4.95,23.92,66.85,1.32
480,kieta,100,PG,1561498699,76,-6.22,155.63,81.43,6.62
481,juba,0,EE,1561498728,77,57.82,26.93,59.0,2.24
482,huarmey,59,PE,1561498866,87,-10.07,-78.15,63.25,16.53
483,suhut,0,TR,1561498866,63,38.53,30.55,65.41,4.74
484,the valley,20,AI,1561498866,70,18.22,-63.06,86.0,13.87
485,teknaf,100,BD,1561498775,79,20.86,92.31,85.03,10.16
486,nishihara,20,JP,1561498866,82,35.74,139.53,75.99,3.36
487,shaowu,99,CN,1561498867,93,27.34,117.49,69.55,2.3
488,yinchuan,100,CN,1561498867,65,38.48,106.21,64.99,1.01
489,nushki,0,PK,1561498867,29,29.55,66.02,85.03,11.7
490,florence,75,US,1561498663,43,34.8,-87.68,90.0,6.13
491,muros,20,ES,1561498867,82,42.77,-9.06,71.01,1.12
492,honnali,33,IN,1561498868,81,14.24,75.65,73.87,14.18
493,lexington,1,US,1561498860,48,38.05,-84.5,84.0,10.29
494,altyn-topkan,20,TJ,1561498868,46,40.65,69.6,73.4,4.47
495,khor,100,RU,1561498868,93,47.88,134.96,52.63,9.28
496,magdalena,40,BO,1561498869,58,-13.26,-64.05,87.8,6.93
497,lavrentiya,100,RU,1561498759,69,65.58,-170.99,43.81,9.51
498,merauke,100,ID,1561498696,79,-8.49,140.4,77.29,23.33
499,campbell river,75,CA,1561498869,37,50.02,-125.24,75.99,9.17
500,valdivia,90,CL,1561498707,93,-39.81,-73.25,48.2,11.41
501,ust-ordynskiy,20,RU,1561498869,100,52.8,104.75,46.4,8.95
502,hovd,75,NO,1561498690,82,63.83,10.7,57.2,9.17
503,ranong,75,TH,1561498869,94,9.96,98.62,78.8,3.36
504,kuching,75,MY,1561498870,94,1.56,110.34,78.8,2.24
505,wajima,0,JP,1561498870,79,37.4,136.9,69.19,5.44
506,vostok,100,RU,1561498775,98,46.45,135.83,63.79,2.95
507,puerto suarez,42,BO,1561498870,52,-18.96,-57.8,91.4,11.41
508,atambua,0,ID,1561498696,68,-9.11,124.89,75.13,16.44
509,khasan,100,RU,1561498870,95,42.43,130.64,60.91,3.42
510,comodoro rivadavia,0,AR,1561498870,49,-45.87,-67.48,46.4,10.29
511,turayf,0,SA,1561498749,15,31.68,38.65,93.2,5.82
512,ariogala,0,LT,1561498871,56,55.26,23.48,68.0,2.24
513,oranjemund,0,ZA,1561498871,92,-28.55,16.43,55.51,2.17
514,ust-tsilma,46,RU,1561498871,75,65.44,52.15,41.83,2.35
515,ampanihy,4,MG,1561498871,93,-24.69,44.75,61.81,3.06
516,kedrovyy,75,RU,1561498871,87,56.17,91.82,57.2,11.18
517,zalantun,100,CN,1561498872,98,48.0,122.72,61.99,3.33
518,moerai,74,PF,1561498872,66,-22.43,-151.33,71.71,14.34
519,shingu,96,JP,1561498872,74,33.72,135.99,60.55,4.5
520,nagato,75,JP,1561498872,83,34.35,131.14,73.4,5.82
521,la ronge,90,CA,1561498481,72,55.1,-105.3,59.0,8.05
522,vangaindrano,13,MG,1561498705,95,-23.35,47.6,62.17,2.68
523,cidreira,100,BR,1561498872,85,-30.17,-50.22,60.91,15.86
524,sambava,3,MG,1561498873,97,-14.27,50.17,65.77,2.35
525,tezu,100,IN,1561498873,97,27.93,96.16,72.07,4.27
526,fukue,75,JP,1561498873,83,35.03,136.69,75.99,5.82
527,salinopolis,22,BR,1561498873,76,-0.61,-47.36,82.33,15.52
528,aklavik,75,CA,1561498724,70,68.22,-135.01,44.6,10.29
529,berlevag,0,NO,1561498873,66,70.86,29.09,50.0,20.8
530,marfino,0,RU,1561498874,55,56.07,37.56,64.0,3.22
531,ostroleka,0,PL,1561498874,77,53.09,21.58,71.01,1.12
532,baykit,85,RU,1561498728,52,61.68,96.39,58.75,1.48
533,moron,96,VE,1561498874,78,10.49,-68.2,81.25,6.15
534,mango,0,IT,1561498875,58,44.69,8.15,82.4,2.24
535,bukama,0,CD,1561498675,41,-9.2,25.85,64.87,1.19
536,kingman,1,US,1561498759,7,35.19,-114.05,105.01,17.22
537,santiago tuxtla,98,MX,1561498875,40,18.47,-95.3,100.0,5.01
538,brewster,75,US,1561498875,100,41.76,-70.08,70.0,9.17
539,kisaran,91,ID,1561498876,96,2.98,99.62,72.43,2.8
540,sibolga,37,ID,1561498792,77,1.74,98.78,82.51,6.51
541,teya,90,MX,1561498876,37,21.05,-89.07,100.4,11.41
542,tabou,100,CI,1561498876,90,4.42,-7.36,74.95,5.97
